Symbol,base_currency,quote_currency,quote_increment,base_increment,display_name,min_market_funds,margin_enabled,post_only,limit_only,cancel_only,status,status_message,trading_disabled,fx_stablecoin,max_slippage_percentage,auction_mode,high_bid_limit_percentage
00-USD,00,USD,0.0001,0.01,00-USD,1,False,False,False,False,online,,False,False,0.03000000,False,
1INCH-BTC,1INCH,BTC,0.0000001,0.01,1INCH-BTC,0.000016,False,False,False,False,delisted,,True,False,0.03000000,False,
1INCH-EUR,1INCH,EUR,0.001,0.01,1INCH-EUR,0.84,False,False,False,False,online,,False,False,0.03000000,False,
1INCH-GBP,1INCH,GBP,0.001,0.01,1INCH-GBP,0.72,False,False,False,False,online,,False,False,0.03000000,False,
1INCH-USD,1INCH,USD,0.001,0.01,1INCH-USD,1,False,False,False,False,online,,False,False,0.03000000,False,
2Z-USD,2Z,USD,0.00001,0.01,2Z/USD,1,False,False,False,False,online,,False,False,0.03000000,False,
A8-USD,A8,USD,0.0001,0.01,A8/USD,1,False,False,False,False,online,,False,False,0.03000000,False,
AAVE-BTC,AAVE,BTC,0.000001,0.001,AAVE-BTC,0.000016,False,False,False,False,online,,False,False,0.03000000,False,
AAVE-EUR,AAVE,EUR,0.01,0.001,AAVE-EUR,0.84,False,False,False,False,online,,False,False,0.03000000,False,
AAVE-GBP,AAVE,GBP,0.01,0.001,AAVE-GBP,0.72,False,False,False,False,online,,False,False,0.03000000,False,
AAVE-USD,AAVE,USD,0.01,0.001,AAVE-USD,1,False,False,False,False,online,,False,False,0.03000000,False,
ABT-USD,ABT,USD,0.0001,0.1,ABT-USD,1,False,False,True,False,online,,False,False,0.03000000,False,
ACH-USD,ACH,USD,0.000001,0.1,ACH-USD,1,False,False,False,False,online,,False,False,0.03000000,False,
ACH-USDT,ACH,USDT,0.000001,0.1,ACH-USDT,1,False,False,False,False,delisted,,True,False,0.03000000,False,
ACS-USD,ACS,USD,0.0000001,1,ACS-USD,1,False,False,False,False,online,,False,False,0.03000000,False,
ACX-USD,ACX,USD,0.0001,0.1,ACX/USD,1,False,False,False,False,online,,False,False,0.03000000,False,
ADA-BTC,ADA,BTC,0.00000001,0.01,ADA-BTC,0.000016,False,False,False,False,online,,False,False,0.03000000,False,
ADA-ETH,ADA,ETH,0.000001,0.01,ADA-ETH,0.00022,False,False,False,False,online,,False,False,0.03000000,False,
ADA-EUR,ADA,EUR,0.0001,0.01,ADA-EUR,0.84,False,False,False,False,online,,False,False,0.03000000,False,
ADA-GBP,ADA,GBP,0.0001,0.01,ADA-GBP,0.72,False,False,False,False,online,,False,False,0.03000000,False,
ADA-USD,ADA,USD,0.0001,0.00000001,ADA-USD,1,False,False,False,False,online,,False,False,0.03000000,False,
ADA-USDC,ADA,USDC,0.001,0.01,ADA-USDC,1,False,False,False,False,delisted,,True,False,0.03000000,False,
ADA-USDT,ADA,USDT,0.0001,0.01,ADA-USDT,1,False,False,False,False,online,,False,False,0.03000000,False,
AERGO-USD,AERGO,USD,0.0001,0.1,AERGO-USD,1,False,False,False,False,online,,False,False,0.03000000,False,
AERO-USD,AERO,USD,0.00001,0.1,AERO-USD,1,False,False,False,False,online,,False,False,0.03000000,False,
AGLD-USD,AGLD,USD,0.0001,0.01,AGLD-USD,1,False,False,False,False,online,,False,False,0.03000000,False,
AGLD-USDT,AGLD,USDT,0.0001,0.01,AGLD-USDT,1,False,False,False,False,delisted,,True,False,0.03000000,False,
AIOZ-USD,AIOZ,USD,0.0001,0.1,AIOZ-USD,1,False,False,False,False,online,,False,False,0.03000000,False,
AIOZ-USDT,AIOZ,USDT,0.0001,0.1,AIOZ-USDT,1,False,False,False,False,delisted,,True,False,0.03000000,False,
AKT-USD,AKT,USD,0.001,0.01,AKT/USD,1,False,False,False,False,online,,False,False,0.03000000,False,
ALCX-EUR,ALCX,EUR,0.01,0.0001,ALCX-EUR,0.84,False,False,False,False,delisted,,True,False,0.03000000,False,
ALCX-USD,ALCX,USD,0.01,0.0001,ALCX-USD,1,False,False,False,False,online,,False,False,0.03000000,False,
ALCX-USDT,ALCX,USDT,0.01,0.0001,ALCX-USDT,1,False,False,False,False,delisted,,True,False,0.03000000,False,
ALEO-USD,ALEO,USD,0.001,0.01,ALEO/USD,1,False,False,False,False,online,,False,False,0.03000000,False,
ALEPH-USD,ALEPH,USD,0.0001,0.1,ALEPH-USD,1,False,False,False,False,online,,False,False,0.03000000,False,
ALGO-BTC,ALGO,BTC,0.00000001,1,ALGO-BTC,0.000016,False,False,False,False,online,,False,False,0.03000000,False,
ALGO-EUR,ALGO,EUR,0.0001,1,ALGO-EUR,0.84,False,False,False,False,online,,False,False,0.03000000,False,
ALGO-GBP,ALGO,GBP,0.0001,1,ALGO-GBP,0.72,False,False,False,False,online,,False,False,0.03000000,False,
ALGO-USD,ALGO,USD,0.0001,0.1,ALGO-USD,1,False,False,False,False,online,,False,False,0.03000000,False,
ALICE-USD,ALICE,USD,0.001,0.001,ALICE-USD,1,False,False,False,False,online,,False,False,0.03000000,False,
ALT-USD,ALT,USD,0.00001,1,ALT/USD,1,False,False,False,False,online,,False,False,0.03000000,False,
AMP-USD,AMP,USD,0.00001,1,AMP-USD,1,False,False,False,False,online,,False,False,0.03000000,False,
ANKR-BTC,ANKR,BTC,0.00000001,1,ANKR-BTC,0.000016,False,False,False,False,delisted,,True,False,0.03000000,False,
ANKR-EUR,ANKR,EUR,0.00001,1,ANKR-EUR,0.84,False,False,False,False,online,,False,False,0.03000000,False,
ANKR-GBP,ANKR,GBP,0.00001,1,ANKR-GBP,0.72,False,False,False,False,online,,False,False,0.03000000,False,
ANKR-USD,ANKR,USD,0.00001,1,ANKR-USD,1,False,False,False,False,online,,False,False,0.03000000,False,
ANT-USD,ANT,USD,0.01,0.01,ANT-USD,5.0,False,False,False,False,delisted,,True,False,0.03000000,False,
APE-EUR,APE,EUR,0.001,0.01,APE-EUR,1,False,False,False,False,online,,False,False,0.03000000,False,
APE-USD,APE,USD,0.001,0.01,APE-USD,1,False,False,False,False,online,,False,False,0.03000000,False,
APE-USDT,APE,USDT,0.001,0.01,APE-USDT,1,False,False,False,False,online,,False,False,0.03000000,False,
API3-USD,API3,USD,0.001,0.01,API3-USD,5,False,False,False,False,online,,False,False,0.03000000,False,
API3-USDT,API3,USDT,0.001,0.01,API3-USDT,5,False,False,False,False,delisted,,True,False,0.03000000,False,
APR-USD,APR,USD,0.0001,0.1,APR/USD,1,False,False,False,False,online,,False,False,0.03000000,False,
APT-USD,APT,USD,0.0001,0.001,APT-USD,1,False,False,False,False,online,,False,False,0.03000000,False,
APT-USDT,APT,USDT,0.0001,0.001,APT-USDT,1,False,False,False,False,online,,False,False,0.03000000,False,
ARB-USD,ARB,USD,0.0001,0.01,ARB-USD,1,False,False,False,False,online,,False,False,0.03000000,False,
ARKM-USD,ARKM,USD,0.001,0.01,ARKM/USD,1,False,False,False,False,online,,False,False,0.03000000,False,
ARPA-EUR,ARPA,EUR,0.00001,0.1,ARPA-EUR,0.84,False,False,False,False,delisted,,True,False,0.03000000,False,
ARPA-USD,ARPA,USD,0.0001,0.1,ARPA-USD,1,False,False,False,False,online,,False,False,0.03000000,False,
ARPA-USDT,ARPA,USDT,0.0001,0.1,ARPA-USDT,1,False,False,False,False,delisted,,True,False,0.03000000,False,
ASM-USD,ASM,USD,0.00001,1,ASM-USD,1,False,False,False,False,online,,False,False,0.03000000,False,
ASM-USDT,ASM,USDT,0.00001,1,ASM-USDT,1,False,False,False,False,delisted,,True,False,0.03000000,False,
AST-USD,AST,USD,0.0001,0.1,AST-USD,1,False,False,False,False,online,,False,False,0.03000000,False,
ATA-USD,ATA,USD,0.0001,0.1,ATA-USD,1,False,False,False,False,delisted,,True,False,0.03000000,False,
ATA-USDT,ATA,USDT,0.0001,0.1,ATA-USDT,1,False,False,False,False,delisted,,True,False,0.03000000,False,
ATH-USD,ATH,USD,0.00001,1,ATH/USD,1,False,False,False,False,online,,False,False,0.03000000,False,
ATOM-BTC,ATOM,BTC,0.0000001,0.1,ATOM-BTC,0.000016,False,False,False,False,online,,False,False,0.03000000,False,
ATOM-EUR,ATOM,EUR,0.001,0.001,ATOM-EUR,0.84,False,False,False,False,online,,False,False,0.03000000,False,
ATOM-GBP,ATOM,GBP,0.001,0.001,ATOM-GBP,0.72,False,False,False,False,online,,False,False,0.03000000,False,
ATOM-USD,ATOM,USD,0.001,0.01,ATOM-USD,1,False,False,False,False,online,,False,False,0.03000000,False,
ATOM-USDT,ATOM,USDT,0.001,0.001,ATOM-USDT,1,False,False,False,False,online,,False,False,0.03000000,False,
AUCTION-EUR,AUCTION,EUR,0.01,0.001,AUCTION-EUR,0.84,False,False,False,False,delisted,,True,False,0.03000000,False,
AUCTION-USD,AUCTION,USD,0.01,0.001,AUCTION-USD,1,False,False,False,False,online,,False,False,0.03000000,False,
AUCTION-USDT,AUCTION,USDT,0.01,0.001,AUCTION-USDT,1,False,False,False,False,delisted,,True,False,0.03000000,False,
AUDD-USDC,AUDD,USDC,0.0001,1,AUDD-USDC,1,False,False,True,False,online,,False,True,0.01000000,False,0.03000000
AUDIO-USD,AUDIO,USD,0.0001,0.1,AUDIO-USD,1,False,False,False,False,online,,False,False,0.03000000,False,
AURORA-USD,AURORA,USD,0.0001,0.01,AURORA-USD,1,False,False,False,False,online,,False,False,0.03000000,False,
AVAX-BTC,AVAX,BTC,0.00000001,0.001,AVAX-BTC,0.000016,False,False,False,False,online,,False,False,0.03000000,False,
AVAX-EUR,AVAX,EUR,0.01,0.001,AVAX-EUR,0.84,False,False,False,False,online,,False,False,0.03000000,False,
AVAX-USD,AVAX,USD,0.01,0.00000001,AVAX-USD,1,False,False,False,False,online,,False,False,0.03000000,False,
AVAX-USDT,AVAX,USDT,0.01,0.001,AVAX-USDT,1,False,False,False,False,online,,False,False,0.03000000,False,
AVNT-USD,AVNT,USD,0.0001,0.1,AVNT/USD,1,False,False,False,False,online,,False,False,0.03000000,False,
AVT-USD,AVT,USD,0.01,0.01,AVT-USD,1,False,False,False,False,online,,False,False,0.05000000,False,
AWE-USD,AWE,USD,0.00001,0.1,AWE/USD,1,False,False,False,False,online,,False,False,0.03000000,False,
AXL-USD,AXL,USD,0.0001,0.1,AXL-USD,1,False,False,False,False,online,,False,False,0.03000000,False,
AXS-BTC,AXS,BTC,0.0000001,0.001,AXS-BTC,0.000016,False,False,False,False,delisted,,True,False,0.03000000,False,
AXS-EUR,AXS,EUR,0.01,0.001,AXS-EUR,0.84,False,False,False,False,online,,False,False,0.03000000,False,
AXS-USD,AXS,USD,0.001,0.001,AXS-USD,1,False,False,False,False,online,,False,False,0.03000000,False,
AXS-USDT,AXS,USDT,0.001,0.001,AXS-USDT,1,False,False,False,False,online,,False,False,0.03000000,False,
B3-USD,B3,USD,0.000001,1,B3/USD,1,False,False,False,False,online,,False,False,0.03000000,False,
BADGER-EUR,BADGER,EUR,0.01,0.001,BADGER-EUR,0.84,False,False,False,False,delisted,,True,False,0.03000000,False,
BADGER-USD,BADGER,USD,0.01,0.001,BADGER-USD,1,False,False,False,False,online,,False,False,0.03000000,False,
BADGER-USDT,BADGER,USDT,0.01,0.001,BADGER-USDT,1,False,False,False,False,delisted,,True,False,0.03000000,False,
BAL-BTC,BAL,BTC,0.00000001,0.01,BAL-BTC,0.000016,False,False,False,False,delisted,,True,False,0.03000000,False,
BAL-USD,BAL,USD,0.0001,0.001,BAL-USD,1,False,False,False,False,online,,False,False,0.03000000,False,
BAND-BTC,BAND,BTC,0.00000001,0.01,BAND-BTC,0.000016,False,False,False,False,delisted,,True,False,0.03000000,False,
BAND-EUR,BAND,EUR,0.01,0.01,BAND-EUR,0.84,False,False,False,False,delisted,,True,False,0.03000000,False,
BAND-GBP,BAND,GBP,0.001,0.01,BAND-GBP,0.72,False,False,False,False,delisted,,True,False,0.03000000,False,
BAND-USD,BAND,USD,0.001,0.01,BAND-USD,1,False,False,False,False,online,,False,False,0.03000000,False,
BARD-USD,BARD,USD,0.0001,0.01,BARD/USD,1,False,False,False,False,online,,False,False,0.03000000,False,
BAT-BTC,BAT,BTC,0.00000001,0.01,BAT-BTC,0.000016,False,False,False,False,online,,False,False,0.03000000,False,
BAT-ETH,BAT,ETH,0.00000001,1,BAT-ETH,0.00022,False,False,False,False,online,,False,False,0.03000000,False,
BAT-EUR,BAT,EUR,0.00001,0.01,BAT-EUR,0.84,False,False,False,False,online,,False,False,0.03000000,False,
BAT-USD,BAT,USD,0.00001,0.01,BAT-USD,1,False,False,False,False,online,,False,False,0.03000000,False,
BAT-USDC,BAT,USDC,0.000001,1,BAT-USDC,1,False,False,False,False,delisted,,True,False,0.03000000,False,
BCH-BTC,BCH,BTC,0.000001,0.00000001,BCH-BTC,0.00001,False,False,False,False,online,,False,False,0.03000000,False,
BCH-EUR,BCH,EUR,0.01,0.00000001,BCH-EUR,0.84,False,False,False,False,online,,False,False,0.03000000,False,
BCH-GBP,BCH,GBP,0.01,0.00000001,BCH-GBP,0.72,False,False,False,False,online,,False,False,0.03000000,False,
BCH-USD,BCH,USD,0.01,0.00000001,BCH-USD,1,False,False,False,False,online,,False,False,0.03000000,False,
BERA-USD,BERA,USD,0.001,0.01,BERA/USD,1,False,False,False,False,online,,False,False,0.03000000,False,
BICO-EUR,BICO,EUR,0.0001,0.01,BICO-EUR,1,False,False,False,False,delisted,,True,False,0.03000000,False,
BICO-USD,BICO,USD,0.0001,0.01,BICO-USD,1,False,False,False,False,online,,False,False,0.03000000,False,
BICO-USDT,BICO,USDT,0.0001,0.01,BICO-USDT,1,False,False,False,False,delisted,,True,False,0.03000000,False,
BIGTIME-USD,BIGTIME,USD,0.00001,1,BIGTIME-USD,1,False,False,False,False,online,,False,False,0.03000000,False,
BIO-USD,BIO,USD,0.00001,0.1,BIO/USD,1,False,False,False,False,online,,False,False,0.03000000,False,
BIT-USD,BIT,USD,0.0001,0.01,BIT-USD,1,False,False,False,False,delisted,,True,False,0.03000000,False,
BIT-USDT,BIT,USDT,0.0001,0.01,BIT-USDT,1,False,False,False,False,delisted,,True,False,0.03000000,False,
BLAST-USD,BLAST,USD,0.00001,1,BLAST/USD,1,False,False,False,False,online,,False,False,0.03000000,False,
BLUR-USD,BLUR,USD,0.0001,0.1,BLUR-USD,1,False,False,False,False,online,,False,False,0.03000000,False,
BLZ-USD,BLZ,USD,0.0001,0.1,BLZ-USD,1,False,False,False,False,online,,False,False,0.03000000,False,
BNB-USD,BNB,USD,0.01,0.00001,BNB/USD,1,False,False,False,False,online,,False,False,0.03000000,False,
BNKR-USD,BNKR,USD,0.0000001,1,BNKR/USD,1,False,False,False,False,online,,False,False,0.03000000,False,
BNT-BTC,BNT,BTC,0.00000001,1,BNT-BTC,0.000016,False,False,False,False,delisted,,True,False,0.03000000,False,
BNT-EUR,BNT,EUR,0.001,0.000001,BNT-EUR,0.84,False,False,False,False,delisted,,True,False,0.03000000,False,
BNT-GBP,BNT,GBP,0.0001,0.000001,BNT-GBP,0.72,False,False,False,False,delisted,,True,False,0.03000000,False,
BNT-USD,BNT,USD,0.0001,0.000001,BNT-USD,1,False,False,False,False,online,,False,False,0.03000000,False,
BOBA-USD,BOBA,USD,0.0001,0.1,BOBA-USD,1,False,False,False,False,online,,False,False,0.03000000,False,
BOBA-USDT,BOBA,USDT,0.0001,0.1,BOBA-USDT,1,False,False,False,False,delisted,,True,False,0.03000000,False,
BOND-USD,BOND,USD,0.01,0.001,BOND-USD,1,False,False,False,False,delisted,,True,False,0.03000000,False,
BOND-USDT,BOND,USDT,0.001,0.001,BOND-USDT,1,False,False,False,False,delisted,,True,False,0.03000000,False,
BONK-USD,BONK,USD,0.00000001,1,BONK-USD,1,False,False,False,False,online,,False,False,0.03000000,False,
BTC-EUR,BTC,EUR,0.01,0.00000001,BTC-EUR,0.84,False,False,False,False,online,,False,False,0.03000000,False,
BTC-GBP,BTC,GBP,0.01,0.00000001,BTC-GBP,0.72,False,False,False,False,online,,False,False,0.03000000,False,
BTC-USD,BTC,USD,0.01,0.00000001,BTC-USD,1,False,False,False,False,online,,False,False,0.02000000,False,
BTC-USDC,BTC,USDC,1,0.00000001,BTC-USDC,1,False,False,False,False,delisted,,True,False,0.03000000,False,
BTC-USDT,BTC,USDT,0.01,0.00000001,BTC-USDT,1,False,False,False,False,online,,False,False,0.03000000,False,
BTRST-BTC,BTRST,BTC,0.00000001,0.01,BTRST-BTC,0.000016,False,False,False,False,delisted,,True,False,0.03000000,False,
BTRST-EUR,BTRST,EUR,0.01,0.01,BTRST-EUR,0.84,False,False,False,False,delisted,,True,False,0.03000000,False,
BTRST-GBP,BTRST,GBP,0.001,0.01,BTRST-GBP,0.72,False,False,False,False,delisted,,True,False,0.03000000,False,
BTRST-USD,BTRST,USD,0.001,0.01,BTRST-USD,1,False,False,False,False,online,,False,False,0.03000000,False,
BTRST-USDT,BTRST,USDT,0.001,0.01,BTRST-USDT,1,False,False,False,False,delisted,,True,False,0.03000000,False,
BUSD-USD,BUSD,USD,0.001,0.01,BUSD-USD,1,False,False,False,False,delisted,,True,True,0.01000000,False,0.03000000
C98-USD,C98,USD,0.0001,0.01,C98-USD,1,False,False,False,False,online,,False,False,0.03000000,False,
C98-USDT,C98,USDT,0.0001,0.01,C98-USDT,1,False,False,False,False,delisted,,True,False,0.03000000,False,
CAKE-USD,CAKE,USD,0.001,0.01,CAKE/USD,1,False,False,False,False,online,,False,False,0.03000000,False,
CBETH-ETH,CBETH,ETH,0.00001,0.00001,cbETH-ETH,0.002,False,False,True,False,online,,False,True,0.01000000,False,
CBETH-USD,CBETH,USD,0.01,0.00001,cbETH-USD,1,False,False,False,False,online,,False,False,0.03000000,False,
CELR-USD,CELR,USD,0.00001,1,CELR-USD,1,False,False,False,False,online,,False,False,0.03000000,False,
CFG-USD,CFG,USD,0.0001,0.1,CFG/USD,1,False,False,True,False,online,,False,False,0.03000000,False,
CGLD-BTC,CGLD,BTC,0.00000001,0.01,CGLD-BTC,0.000016,False,False,False,False,delisted,,True,False,0.03000000,False,
CGLD-EUR,CGLD,EUR,0.01,0.01,CGLD-EUR,0.84,False,False,False,False,online,,False,False,0.03000000,False,
CGLD-GBP,CGLD,GBP,0.001,0.01,CGLD-GBP,0.72,False,False,False,False,online,,False,False,0.03000000,False,
CGLD-USD,CGLD,USD,0.001,0.01,CGLD-USD,1,False,False,False,False,online,,False,False,0.03000000,False,
CHZ-EUR,CHZ,EUR,0.0001,0.1,CHZ-EUR,0.84,False,False,False,False,online,,False,False,0.03000000,False,
CHZ-GBP,CHZ,GBP,0.0001,0.1,CHZ-GBP,0.72,False,False,False,False,online,,False,False,0.03000000,False,
CHZ-USD,CHZ,USD,0.0001,0.1,CHZ-USD,1,False,False,False,False,online,,False,False,0.03000000,False,
CHZ-USDT,CHZ,USDT,0.0001,0.1,CHZ-USDT,1,False,False,False,False,online,,False,False,0.03000000,False,
CLANKER-USD,CLANKER,USD,0.01,0.0001,CLANKER/USD,1,False,False,False,False,online,,False,False,0.03000000,False,
CLV-EUR,CLV,EUR,0.00001,0.01,CLV-EUR,0.84,False,False,False,False,delisted,,True,False,0.03000000,False,
CLV-GBP,CLV,GBP,0.0001,0.01,CLV-GBP,0.72,False,False,False,False,delisted,,True,False,0.03000000,False,
CLV-USD,CLV,USD,0.0001,0.01,CLV-USD,1,False,False,False,False,online,,False,False,0.03000000,False,
CLV-USDT,CLV,USDT,0.0001,0.01,CLV-USDT,1,False,False,False,False,delisted,,True,False,0.03000000,False,
COMP-BTC,COMP,BTC,0.000001,0.001,COMP-BTC,0.000016,False,False,False,False,online,,False,False,0.03000000,False,
COMP-USD,COMP,USD,0.01,0.001,COMP-USD,1,False,False,False,False,online,,False,False,0.03000000,False,
COOKIE-USD,COOKIE,USD,0.00001,0.1,COOKIE/USD,1,False,False,False,False,online,,False,False,0.03000000,False,
CORECHAIN-USD,CORECHAIN,USD,0.0001,0.01,CORECHAIN/USD,1,False,False,False,False,online,,False,False,0.03000000,False,
COSMOSDYDX-USD,COSMOSDYDX,USD,0.0001,0.01,COSMOSDYDX/USD,1,False,False,False,False,online,,False,False,0.03000000,False,
COTI-USD,COTI,USD,0.0001,0.1,COTI-USD,1,False,False,False,False,online,,False,False,0.03000000,False,
COVAL-USD,COVAL,USD,0.00001,1,COVAL-USD,1,False,False,False,False,delisted,,True,False,0.03000000,False,
COVAL-USDT,COVAL,USDT,0.00001,1,COVAL-USDT,1,False,False,False,False,delisted,,True,False,0.03000000,False,
COW-USD,COW,USD,0.0001,0.1,COW/USD,1,False,False,False,False,online,,False,False,0.03000000,False,
CRO-EUR,CRO,EUR,0.0001,0.1,CRO-EUR,0.84,False,False,False,False,online,,False,False,0.03000000,False,
CRO-USD,CRO,USD,0.00001,0.1,CRO-USD,1,False,False,False,False,online,,False,False,0.03000000,False,
CRO-USDT,CRO,USDT,0.0001,0.1,CRO-USDT,1,False,False,False,False,online,,False,False,0.03000000,False,
CRPT-USD,CRPT,USD,0.0001,0.1,CRPT-USD,1,False,False,False,False,delisted,,True,False,0.03000000,False,
CRV-BTC,CRV,BTC,0.0000001,0.01,CRV-BTC,0.000016,False,False,False,False,online,,False,False,0.03000000,False,
CRV-EUR,CRV,EUR,0.0001,0.01,CRV-EUR,0.84,False,False,False,False,online,,False,False,0.03000000,False,
CRV-GBP,CRV,GBP,0.0001,0.01,CRV-GBP,0.72,False,False,False,False,online,,False,False,0.03000000,False,
CRV-USD,CRV,USD,0.0001,0.01,CRV-USD,1,False,False,False,False,online,,False,False,0.03000000,False,
CTSI-BTC,CTSI,BTC,0.0000001,0.1,CTSI-BTC,0.000016,False,False,False,False,delisted,,True,False,0.03000000,False,
CTSI-USD,CTSI,USD,0.0001,0.1,CTSI-USD,1,False,False,False,False,online,,False,False,0.03000000,False,
CTX-EUR,CTX,EUR,0.01,0.001,CTX-EUR,1,False,False,False,False,delisted,,True,False,0.05000000,False,
CTX-USD,CTX,USD,0.0001,0.001,CTX-USD,5,False,False,False,False,online,,False,False,0.05000000,False,
CTX-USDT,CTX,USDT,0.01,0.001,CTX-USDT,5,False,False,False,False,delisted,,True,False,0.05000000,False,
CVC-USD,CVC,USD,0.0001,0.1,CVC-USD,1,False,False,False,False,online,,False,False,0.03000000,False,
CVC-USDC,CVC,USDC,0.000001,1,CVC-USDC,1,False,False,False,False,delisted,,True,False,0.03000000,False,
CVX-USD,CVX,USD,0.001,0.001,CVX-USD,1,False,False,False,False,online,,False,False,0.03000000,False,
DAI-USD,DAI,USD,0.0001,0.00001,DAI-USD,1,False,False,False,False,online,,False,True,0.01000000,False,0.03000000
DAI-USDC,DAI,USDC,0.0001,0.00001,DAI-USDC,1,False,False,False,False,delisted,,True,True,0.01000000,False,
DAR-USD,DAR,USD,0.001,0.01,DAR-USD,1,False,False,False,False,delisted,,True,False,0.03000000,False,
DASH-BTC,DASH,BTC,0.000001,0.00000001,DASH-BTC,0.000016,False,False,False,False,online,,False,False,0.03000000,False,
DASH-USD,DASH,USD,0.01,0.00000001,DASH-USD,1,False,False,False,False,online,,False,False,0.03000000,False,
DBR-USD,DBR,USD,0.00001,1,DBR/USD,1,False,False,False,False,online,,False,False,0.03000000,False,
DDX-EUR,DDX,EUR,0.0001,0.01,DDX-EUR,0.84,False,False,False,False,delisted,,True,False,0.03000000,False,
DDX-USD,DDX,USD,0.0001,0.01,DDX-USD,1,False,False,False,False,delisted,,True,False,0.03000000,False,
DDX-USDT,DDX,USDT,0.0001,0.01,DDX-USDT,1,False,False,False,False,delisted,,True,False,0.03000000,False,
DEGEN-USD,DEGEN,USD,0.000001,1,DEGEN/USD,1,False,False,False,False,online,,False,False,0.03000000,False,
DESO-EUR,DESO,EUR,0.01,0.001,DESO-EUR,1,False,False,False,False,delisted,,True,False,0.03000000,False,
DESO-USD,DESO,USD,0.01,0.001,DESO-USD,1,False,False,False,False,delisted,,True,False,0.03000000,False,
DESO-USDT,DESO,USDT,0.01,0.001,DESO-USDT,1,False,False,False,False,delisted,,True,False,0.03000000,False,
DEXT-USD,DEXT,USD,0.0001,0.1,DEXT-USD,1,False,False,False,False,online,,False,False,0.05000000,False,
DIA-EUR,DIA,EUR,0.00001,0.01,DIA-EUR,1,False,False,False,False,delisted,,True,False,0.03000000,False,
DIA-USD,DIA,USD,0.00001,0.01,DIA-USD,1,False,False,False,False,online,,False,False,0.03000000,False,
DIA-USDT,DIA,USDT,0.00001,0.01,DIA-USDT,1,False,False,False,False,delisted,,True,False,0.03000000,False,
DIMO-USD,DIMO,USD,0.00001,0.1,DIMO-USD,1,False,False,False,False,online,,False,False,0.03000000,False,
DNT-USD,DNT,USD,0.0001,0.1,DNT-USD,1,False,False,False,False,online,,False,False,0.05000000,False,
DNT-USDC,DNT,USDC,0.000001,1,DNT-USDC,1,False,False,False,False,delisted,,True,False,0.03000000,False,
DOGE-BTC,DOGE,BTC,0.00000001,0.1,DOGE-BTC,0.000016,False,False,False,False,online,,False,False,0.03000000,False,
DOGE-EUR,DOGE,EUR,0.0001,0.1,DOGE-EUR,0.84,False,False,False,False,online,,False,False,0.03000000,False,
DOGE-GBP,DOGE,GBP,0.0001,0.1,DOGE-GBP,0.72,False,False,False,False,online,,False,False,0.03000000,False,
DOGE-USD,DOGE,USD,0.00001,0.1,DOGE-USD,1,False,False,False,False,online,,False,False,0.03000000,False,
DOGE-USDT,DOGE,USDT,0.0001,0.1,DOGE-USDT,1,False,False,False,False,online,,False,False,0.03000000,False,
DOGINME-USD,DOGINME,USD,0.0000001,1,DOGINME/USD,1,False,False,False,False,online,,False,False,0.03000000,False,
